,Unnamed: 0,Date,time,away_team,PTS,home_team,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes
0,0.0,2024-10-22,7:30PM,New York Knicks,109,Boston Celtics,132,Box Score,,19156,2:04,TD Garden,
1,1.0,2024-10-22,10:00PM,Minnesota Timberwolves,103,Los Angeles Lakers,110,Box Score,,18997,2:26,Crypto.com Arena,
2,2.0,2024-10-23,7:00PM,Indiana Pacers,115,Detroit Pistons,109,Box Score,,20062,2:23,Little Caesars Arena,
3,3.0,2024-10-23,7:30PM,Brooklyn Nets,116,Atlanta Hawks,120,Box Score,,17548,2:33,State Farm Arena,
4,4.0,2024-10-23,7:30PM,Orlando Magic,116,Miami Heat,97,Box Score,,19630,2:31,Kaseya Center,
5,5.0,2024-10-23,7:30PM,Milwaukee Bucks,124,Philadelphia 76ers,109,Box Score,,19754,2:28,Wells Fargo Center,
6,6.0,2024-10-23,7:30PM,Cleveland Cavaliers,136,Toronto Raptors,106,Box Score,,19800,2:18,Scotiabank Arena,
7,7.0,2024-10-23,8:00PM,Charlotte Hornets,110,Houston Rockets,105,Box Score,,18055,2:20,Toyota Center,
8,8.0,2024-10-23,8:00PM,Chicago Bulls,111,New Orleans Pelicans,123,Box Score,,18581,2:11,Smoothie King Center,
9,9.0,2024-10-23,9:00PM,Memphis Grizzlies,126,Utah Jazz,124,Box Score,,18175,2:33,Delta Center,
10,10.0,2024-10-23,10:00PM,Phoenix Suns,116,Los Angeles Clippers,113,Box Score,OT,18300,2:45,Intuit Dome,
11,11.0,2024-10-23,10:00PM,Golden State Warriors,140,Portland Trail Blazers,104,Box Score,,19480,2:17,Moda Center,
12,12.0,2024-10-24,7:00PM,Boston Celtics,122,Washington Wizards,102,Box Score,,18610,2:11,Capital One Arena,
13,13.0,2024-10-24,7:30PM,San Antonio Spurs,109,Dallas Mavericks,120,Box Score,,20373,2:18,American Airlines Center,
14,14.0,2024-10-24,10:00PM,Minnesota Timberwolves,117,Sacramento Kings,115,Box Score,,18049,2:22,Golden 1 Center,
15,15.0,2024-10-24,10:00PM,Oklahoma City Thunder,102,Denver Nuggets,87,Box Score,,19786,2:10,Ball Arena,
16,16.0,2024-10-25,7:00PM,Brooklyn Nets,101,Orlando Magic,116,Box Score,,19087,2:31,Kia Center,
17,17.0,2024-10-25,7:00PM,Philadelphia 76ers,107,Toronto Raptors,115,Box Score,,18345,2:47,Scotiabank Arena,
18,18.0,2024-10-25,7:30PM,Charlotte Hornets,120,Atlanta Hawks,125,Box Score,,14433,2:32,State Farm Arena,
19,19.0,2024-10-25,7:30PM,Detroit Pistons,101,Cleveland Cavaliers,113,Box Score,,19432,2:10,Rocket Mortgage Fieldhouse,
20,20.0,2024-10-25,7:30PM,Indiana Pacers,98,New York Knicks,123,Box Score,,19812,2:21,Madison Square Garden (IV),
21,21.0,2024-10-25,8:00PM,Memphis Grizzlies,108,Houston Rockets,128,Box Score,,18055,2:31,Toyota Center,
22,22.0,2024-10-25,8:00PM,Chicago Bulls,133,Milwaukee Bucks,122,Box Score,,17790,2:13,Fiserv Forum,
23,23.0,2024-10-25,9:30PM,Golden State Warriors,127,Utah Jazz,86,Box Score,,18175,2:07,Delta Center,
24,24.0,2024-10-25,10:00PM,Phoenix Suns,116,Los Angeles Lakers,123,Box Score,,18997,2:17,Crypto.com Arena,
26,26.0,2024-10-25,10:00PM,New Orleans Pelicans,105,Portland Trail Blazers,103,Box Score,,16190,2:23,Moda Center,
27,27.0,2024-10-26,5:00PM,Los Angeles Clippers,109,Denver Nuggets,104,Box Score,,19691,2:23,Ball Arena,
28,28.0,2024-10-26,7:00PM,Cleveland Cavaliers,135,Washington Wizards,116,Box Score,,15156,2:23,Capital One Arena,
29,29.0,2024-10-26,7:00PM,Boston Celtics,124,Detroit Pistons,118,Box Score,,19311,2:00,Little Caesars Arena,
30,30.0,2024-10-26,7:00PM,Miami Heat,114,Charlotte Hornets,106,Box Score,,19102,2:23,Spectrum Center,
31,31.0,2024-10-26,8:00PM,Orlando Magic,111,Memphis Grizzlies,124,Box Score,,17809,2:16,FedEx Forum,
32,32.0,2024-10-26,8:00PM,Toronto Raptors,101,Minnesota Timberwolves,112,Box Score,,18978,2:12,Target Center,
33,33.0,2024-10-26,8:00PM,Oklahoma City Thunder,114,Chicago Bulls,95,Box Score,,20923,2:09,United Center,
34,34.0,2024-10-26,8:30PM,Houston Rockets,106,San Antonio Spurs,109,Box Score,,18715,2:26,Frost Bank Center,
35,35.0,2024-10-26,10:00PM,Dallas Mavericks,102,Phoenix Suns,114,Box Score,,17071,2:22,Footprint Center,
36,36.0,2024-10-26,10:30PM,Sacramento Kings,127,Los Angeles Lakers,131,Box Score,,18997,2:18,Crypto.com Arena,
37,37.0,2024-10-27,3:30PM,Philadelphia 76ers,118,Indiana Pacers,114,Box Score,OT,17274,2:52,Gainbridge Fieldhouse,
38,38.0,2024-10-27,6:00PM,New Orleans Pelicans,103,Portland Trail Blazers,125,Box Score,,16138,2:09,Moda Center,
39,39.0,2024-10-27,6:00PM,Milwaukee Bucks,102,Brooklyn Nets,115,Box Score,,17926,2:19,Barclays Center,
40,40.0,2024-10-27,7:00PM,Atlanta Hawks,104,Oklahoma City Thunder,128,Box Score,,18203,2:23,Paycom Center,
41,41.0,2024-10-27,8:30PM,Los Angeles Clippers,112,Golden State Warriors,104,Box Score,,18064,2:22,Chase Center,
42,42.0,2024-10-28,7:00PM,Indiana Pacers,115,Orlando Magic,119,Box Score,,18846,2:31,Kia Center,
43,43.0,2024-10-28,7:30PM,Washington Wizards,121,Atlanta Hawks,119,Box Score,,14566,2:26,State Farm Arena,
44,44.0,2024-10-28,7:30PM,Milwaukee Bucks,108,Boston Celtics,119,Box Score,,19156,2:18,TD Garden,
45,45.0,2024-10-28,7:30PM,Denver Nuggets,127,Toronto Raptors,125,Box Score,OT,19082,2:35,Scotiabank Arena,
46,46.0,2024-10-28,7:30PM,Detroit Pistons,98,Miami Heat,106,Box Score,,19626,2:18,Kaseya Center,
47,47.0,2024-10-28,7:30PM,Cleveland Cavaliers,110,New York Knicks,104,Box Score,,19812,2:23,Madison Square Garden (IV),
48,48.0,2024-10-28,8:00PM,Houston Rockets,106,San Antonio Spurs,101,Box Score,,17519,2:23,Frost Bank Center,
49,49.0,2024-10-28,8:00PM,Chicago Bulls,126,Memphis Grizzlies,123,Box Score,,15906,2:09,FedEx Forum,
50,50.0,2024-10-28,8:30PM,Utah Jazz,102,Dallas Mavericks,110,Box Score,,19811,2:16,American Airlines Center,
52,52.0,2024-10-28,10:00PM,Portland Trail Blazers,98,Sacramento Kings,111,Box Score,,16426,2:26,Golden 1 Center,
53,53.0,2024-10-28,10:00PM,Los Angeles Lakers,105,Phoenix Suns,109,Box Score,,17071,2:17,Footprint Center,
54,54.0,2024-10-29,7:30PM,Denver Nuggets,144,Brooklyn Nets,139,Box Score,OT,17926,2:46,Barclays Center,
55,55.0,2024-10-29,7:30PM,Dallas Mavericks,120,Minnesota Timberwolves,114,Box Score,,18978,2:24,Target Center,
56,56.0,2024-10-29,9:00PM,Sacramento Kings,113,Utah Jazz,96,Box Score,,18175,1:59,Delta Center,
57,57.0,2024-10-29,10:00PM,New Orleans Pelicans,106,Golden State Warriors,124,Box Score,,18064,2:20,Chase Center,
58,58.0,2024-10-30,7:00PM,Detroit Pistons,105,Philadelphia 76ers,95,Box Score,,19759,2:15,Wells Fargo Center,
59,59.0,2024-10-30,7:00PM,Atlanta Hawks,120,Washington Wizards,133,Box Score,,14255,2:25,Capital One Arena,
60,60.0,2024-10-30,7:00PM,Boston Celtics,132,Indiana Pacers,135,Box Score,OT,17274,2:37,Gainbridge Fieldhouse,
61,61.0,2024-10-30,7:00PM,Los Angeles Lakers,110,Cleveland Cavaliers,134,Box Score,,19432,2:07,Rocket Mortgage Fieldhouse,
62,62.0,2024-10-30,7:00PM,Toronto Raptors,133,Charlotte Hornets,138,Box Score,,13113,2:18,Spectrum Center,
63,63.0,2024-10-30,7:30PM,New York Knicks,116,Miami Heat,107,Box Score,,19620,2:10,Kaseya Center,
64,64.0,2024-10-30,8:00PM,Orlando Magic,99,Chicago Bulls,102,Box Score,,19015,2:19,United Center,
65,65.0,2024-10-30,8:00PM,Brooklyn Nets,119,Memphis Grizzlies,106,Box Score,,14745,2:26,FedEx Forum,
66,66.0,2024-10-30,9:30PM,San Antonio Spurs,93,Oklahoma City Thunder,105,Box Score,,17136,2:01,Paycom Center,
67,67.0,2024-10-30,10:00PM,New Orleans Pelicans,89,Golden State Warriors,104,Box Score,,18064,2:19,Chase Center,
68,68.0,2024-10-30,10:30PM,Portland Trail Blazers,106,Los Angeles Clippers,105,Box Score,,16727,2:11,Intuit Dome,
69,69.0,2024-10-31,8:00PM,Milwaukee Bucks,99,Memphis Grizzlies,122,Box Score,,15377,2:12,FedEx Forum,
70,70.0,2024-10-31,8:30PM,Houston Rockets,108,Dallas Mavericks,102,Box Score,,20011,2:21,American Airlines Center,
71,71.0,2024-10-31,9:00PM,San Antonio Spurs,106,Utah Jazz,88,Box Score,,18175,2:10,Delta Center,
72,72.0,2024-10-31,10:30PM,Phoenix Suns,125,Los Angeles Clippers,119,Box Score,,16827,2:15,Intuit Dome,
74,0.0,2024-11-01,7:00PM,Boston Celtics,124,Charlotte Hornets,109,Box Score,,18557,2:17,Spectrum Center,
75,1.0,2024-11-01,7:00PM,Orlando Magic,109,Cleveland Cavaliers,120,Box Score,,19432,2:20,Rocket Mortgage Fieldhouse,
76,2.0,2024-11-01,7:00PM,New York Knicks,128,Detroit Pistons,98,Box Score,,17022,1:55,Little Caesars Arena,
77,3.0,2024-11-01,7:30PM,Sacramento Kings,123,Atlanta Hawks,115,Box Score,,15156,2:16,State Farm Arena,
78,4.0,2024-11-01,7:30PM,Chicago Bulls,112,Brooklyn Nets,120,Box Score,,17977,2:07,Barclays Center,
79,5.0,2024-11-01,7:30PM,Los Angeles Lakers,131,Toronto Raptors,125,Box Score,,19800,2:25,Scotiabank Arena,
80,6.0,2024-11-01,8:00PM,Indiana Pacers,118,New Orleans Pelicans,125,Box Score,,15133,2:10,Smoothie King Center,
81,7.0,2024-11-01,9:30PM,Denver Nuggets,116,Minnesota Timberwolves,119,Box Score,,18978,2:25,Target Center,
82,8.0,2024-11-01,10:00PM,Oklahoma City Thunder,137,Portland Trail Blazers,114,Box Score,,17815,2:11,Moda Center,
83,9.0,2024-11-02,6:00PM,Boston Celtics,113,Charlotte Hornets,103,Box Score,,19253,2:09,Spectrum Center,
84,10.0,2024-11-02,7:30PM,Memphis Grizzlies,124,Philadelphia 76ers,107,Box Score,,20066,2:12,Wells Fargo Center,
85,11.0,2024-11-02,7:30PM,Sacramento Kings,128,Toronto Raptors,131,Box Score,OT,19815,2:58,Scotiabank Arena,
86,12.0,2024-11-02,8:00PM,Golden State Warriors,127,Houston Rockets,121,Box Score,OT,18055,2:43,Toyota Center,
87,13.0,2024-11-02,8:00PM,Cleveland Cavaliers,114,Milwaukee Bucks,113,Box Score,,17341,2:15,Fiserv Forum,
88,14.0,2024-11-02,8:00PM,Minnesota Timberwolves,103,San Antonio Spurs,113,Box Score,,18257,2:12,Frost Bank Center,
89,15.0,2024-11-02,9:30PM,Miami Heat,118,Washington Wizards,98,Box Score,,20328,2:16,Mexico City Arena,
90,16.0,2024-11-02,10:00PM,Utah Jazz,103,Denver Nuggets,129,Box Score,,19702,2:28,Ball Arena,
91,17.0,2024-11-02,10:00PM,Portland Trail Blazers,97,Phoenix Suns,103,Box Score,,17071,2:08,Footprint Center,
92,18.0,2024-11-02,10:30PM,Oklahoma City Thunder,105,Los Angeles Clippers,92,Box Score,,16827,2:11,Intuit Dome,
93,19.0,2024-11-03,3:30PM,Detroit Pistons,106,Brooklyn Nets,92,Box Score,,17086,2:22,Barclays Center,
94,20.0,2024-11-03,7:00PM,Atlanta Hawks,126,New Orleans Pelicans,111,Box Score,,15505,2:07,Smoothie King Center,
95,21.0,2024-11-03,7:30PM,Orlando Magic,85,Dallas Mavericks,108,Box Score,,19977,2:19,American Airlines Center,
96,22.0,2024-11-04,7:00PM,Milwaukee Bucks,114,Cleveland Cavaliers,116,Box Score,,19432,2:02,Rocket Mortgage Fieldhouse,
97,23.0,2024-11-04,7:15PM,Golden State Warriors,125,Washington Wizards,112,Box Score,,15674,2:20,Capital One Arena,
98,24.0,2024-11-04,7:30PM,Los Angeles Lakers,103,Detroit Pistons,115,Box Score,,20062,2:15,Little Caesars Arena,
100,26.0,2024-11-04,7:45PM,Boston Celtics,123,Atlanta Hawks,93,Box Score,,15031,1:56,State Farm Arena,
101,27.0,2024-11-04,8:00PM,Memphis Grizzlies,104,Brooklyn Nets,106,Box Score,,18088,2:14,Barclays Center,
102,28.0,2024-11-04,8:15PM,Sacramento Kings,111,Miami Heat,110,Box Score,,19604,2:20,Kaseya Center,
103,29.0,2024-11-04,8:30PM,Utah Jazz,135,Chicago Bulls,126,Box Score,,19621,2:22,United Center,
104,30.0,2024-11-04,8:45PM,New York Knicks,97,Houston Rockets,109,Box Score,,16417,2:08,Toyota Center,
105,31.0,2024-11-04,9:00PM,Charlotte Hornets,93,Minnesota Timberwolves,114,Box Score,,18978,2:15,Target Center,
106,32.0,2024-11-04,9:15PM,Orlando Magic,86,Oklahoma City Thunder,102,Box Score,,17044,2:15,Paycom Center,
107,33.0,2024-11-04,9:30PM,Portland Trail Blazers,118,New Orleans Pelicans,100,Box Score,,14932,2:07,Smoothie King Center,
108,34.0,2024-11-04,9:45PM,Indiana Pacers,134,Dallas Mavericks,127,Box Score,,19613,2:12,American Airlines Center,
109,35.0,2024-11-04,10:00PM,Toronto Raptors,119,Denver Nuggets,121,Box Score,,19525,2:19,Ball Arena,
110,36.0,2024-11-04,10:15PM,Philadelphia 76ers,116,Phoenix Suns,118,Box Score,,17071,2:18,Footprint Center,
111,37.0,2024-11-04,10:30PM,San Antonio Spurs,104,Los Angeles Clippers,113,Box Score,,15927,2:05,Intuit Dome,
112,38.0,2024-11-06,7:00PM,Detroit Pistons,107,Charlotte Hornets,108,Box Score,,13247,2:11,Spectrum Center,
113,39.0,2024-11-06,7:00PM,Orlando Magic,111,Indiana Pacers,118,Box Score,,16218,2:20,Gainbridge Fieldhouse,
114,40.0,2024-11-06,7:30PM,New York Knicks,116,Atlanta Hawks,121,Box Score,,16072,2:16,State Farm Arena,
115,41.0,2024-11-06,7:30PM,Golden State Warriors,118,Boston Celtics,112,Box Score,,19156,2:21,TD Garden,
116,42.0,2024-11-06,8:00PM,San Antonio Spurs,100,Houston Rockets,127,Box Score,,16208,1:59,Toyota Center,
117,43.0,2024-11-06,8:00PM,Los Angeles Lakers,114,Memphis Grizzlies,131,Box Score,,17794,2:11,FedEx Forum,
118,44.0,2024-11-06,8:00PM,Cleveland Cavaliers,131,New Orleans Pelicans,122,Box Score,,15694,2:11,Smoothie King Center,
119,45.0,2024-11-06,8:30PM,Chicago Bulls,99,Dallas Mavericks,119,Box Score,,20011,2:09,American Airlines Center,
120,46.0,2024-11-06,9:00PM,Oklahoma City Thunder,122,Denver Nuggets,124,Box Score,,19522,2:19,Ball Arena,
121,47.0,2024-11-06,9:00PM,Miami Heat,112,Phoenix Suns,115,Box Score,,17071,2:20,Footprint Center,
122,48.0,2024-11-06,10:00PM,Philadelphia 76ers,98,Los Angeles Clippers,110,Box Score,,15627,2:21,Intuit Dome,
123,49.0,2024-11-06,10:00PM,Toronto Raptors,107,Sacramento Kings,122,Box Score,,16026,2:11,Golden 1 Center,
124,50.0,2024-11-07,8:00PM,Minnesota Timberwolves,135,Chicago Bulls,119,Box Score,,19621,2:03,United Center,
126,52.0,2024-11-07,8:00PM,Utah Jazz,100,Milwaukee Bucks,123,Box Score,,17341,2:14,Fiserv Forum,
127,53.0,2024-11-07,8:00PM,Portland Trail Blazers,105,San Antonio Spurs,118,Box Score,,17120,2:09,Frost Bank Center,
128,54.0,2024-11-08,7:00PM,Indiana Pacers,83,Charlotte Hornets,103,Box Score,,17024,2:13,Spectrum Center,
129,55.0,2024-11-08,7:00PM,Atlanta Hawks,121,Detroit Pistons,122,Box Score,,17913,2:19,Little Caesars Arena,
130,56.0,2024-11-08,7:00PM,New Orleans Pelicans,88,Orlando Magic,115,Box Score,,18565,2:07,Kia Center,
131,57.0,2024-11-08,7:30PM,Brooklyn Nets,104,Boston Celtics,108,Box Score,OT,19156,2:26,TD Garden,
132,58.0,2024-11-08,7:30PM,Golden State Warriors,117,Cleveland Cavaliers,136,Box Score,,19432,2:10,Rocket Mortgage Fieldhouse,
133,59.0,2024-11-08,7:30PM,Phoenix Suns,114,Dallas Mavericks,113,Box Score,,20277,2:21,American Airlines Center,
134,60.0,2024-11-08,7:30PM,Milwaukee Bucks,94,New York Knicks,116,Box Score,,19812,2:07,Madison Square Garden (IV),
135,61.0,2024-11-08,8:00PM,Washington Wizards,104,Memphis Grizzlies,128,Box Score,,16216,2:23,FedEx Forum,
136,62.0,2024-11-08,8:00PM,Houston Rockets,107,Oklahoma City Thunder,126,Box Score,,18203,2:14,Paycom Center,
137,63.0,2024-11-08,9:00PM,Miami Heat,122,Denver Nuggets,135,Box Score,,19621,2:11,Ball Arena,
138,64.0,2024-11-08,9:00PM,Portland Trail Blazers,102,Minnesota Timberwolves,127,Box Score,,18978,2:08,Target Center,
139,65.0,2024-11-08,10:00PM,Philadelphia 76ers,106,Los Angeles Lakers,116,Box Score,,18485,2:15,Crypto.com Arena,
140,66.0,2024-11-08,10:00PM,Los Angeles Clippers,107,Sacramento Kings,98,Box Score,,17832,2:26,Golden 1 Center,
141,67.0,2024-11-09,5:00PM,Utah Jazz,111,San Antonio Spurs,110,Box Score,,18354,2:22,Frost Bank Center,
142,68.0,2024-11-09,7:30PM,Chicago Bulls,125,Atlanta Hawks,113,Box Score,,17826,2:17,State Farm Arena,
143,69.0,2024-11-09,7:30PM,Brooklyn Nets,100,Cleveland Cavaliers,105,Box Score,,19432,2:17,Rocket Mortgage Fieldhouse,
144,70.0,2024-11-09,10:30PM,Toronto Raptors,103,Los Angeles Clippers,105,Box Score,,17927,2:23,Intuit Dome,
145,71.0,2024-11-10,3:00PM,Houston Rockets,101,Detroit Pistons,99,Box Score,,18744,2:21,Little Caesars Arena,
146,72.0,2024-11-10,3:30PM,Boston Celtics,113,Milwaukee Bucks,107,Box Score,,17341,2:16,Fiserv Forum,
147,73.0,2024-11-10,5:00PM,New York Knicks,121,Indiana Pacers,132,Box Score,,17274,2:22,Gainbridge Fieldhouse,
148,74.0,2024-11-10,6:00PM,Washington Wizards,94,Orlando Magic,121,Box Score,,18352,2:20,Kia Center,
149,75.0,2024-11-10,7:00PM,Miami Heat,95,Minnesota Timberwolves,94,Box Score,,18978,2:28,Target Center,
150,76.0,2024-11-10,7:00PM,Golden State Warriors,127,Oklahoma City Thunder,116,Box Score,,18203,2:20,Paycom Center,
152,78.0,2024-11-10,7:00PM,Charlotte Hornets,105,Philadelphia 76ers,107,Box Score,OT,19764,2:47,Wells Fargo Center,
153,79.0,2024-11-10,8:00PM,Dallas Mavericks,120,Denver Nuggets,122,Box Score,,19908,2:11,Ball Arena,
154,80.0,2024-11-10,8:00PM,Sacramento Kings,127,Phoenix Suns,118,Box Score,OT,17071,2:31,Footprint Center,
155,81.0,2024-11-10,9:00PM,Memphis Grizzlies,134,Portland Trail Blazers,89,Box Score,,18477,2:05,Moda Center,
156,82.0,2024-11-10,9:30PM,Toronto Raptors,103,Los Angeles Lakers,123,Box Score,,18997,2:25,Crypto.com Arena,
157,83.0,2024-11-11,8:00PM,Cleveland Cavaliers,119,Chicago Bulls,113,Box Score,,20560,2:06,United Center,
158,84.0,2024-11-11,8:00PM,Washington Wizards,92,Houston Rockets,107,Box Score,,15998,2:16,Toyota Center,
159,85.0,2024-11-11,8:00PM,Brooklyn Nets,107,New Orleans Pelicans,105,Box Score,,16895,2:18,Smoothie King Center,
160,86.0,2024-11-11,8:00PM,Los Angeles Clippers,128,Oklahoma City Thunder,134,Box Score,,17430,2:25,Paycom Center,
161,87.0,2024-11-11,8:00PM,Sacramento Kings,96,San Antonio Spurs,116,Box Score,,17163,2:03,Frost Bank Center,
162,88.0,2024-11-12,7:00PM,Atlanta Hawks,117,Boston Celtics,116,Box Score,,19156,2:13,TD Garden,NBA Cup
163,89.0,2024-11-12,7:00PM,Miami Heat,121,Detroit Pistons,123,Box Score,OT,17806,2:36,Little Caesars Arena,NBA Cup
164,90.0,2024-11-12,7:00PM,Charlotte Hornets,89,Orlando Magic,114,Box Score,,17541,2:12,Kia Center,NBA Cup
165,91.0,2024-11-12,7:30PM,New York Knicks,111,Philadelphia 76ers,99,Box Score,,19758,2:24,Wells Fargo Center,NBA Cup
166,92.0,2024-11-12,8:00PM,Toronto Raptors,85,Milwaukee Bucks,99,Box Score,,17341,2:14,Fiserv Forum,NBA Cup
167,93.0,2024-11-12,9:00PM,Phoenix Suns,120,Utah Jazz,112,Box Score,,18175,2:05,Delta Center,NBA Cup
168,94.0,2024-11-12,10:00PM,Dallas Mavericks,117,Golden State Warriors,120,Box Score,,18064,2:25,Chase Center,NBA Cup
169,95.0,2024-11-12,10:00PM,Minnesota Timberwolves,108,Portland Trail Blazers,122,Box Score,,16880,2:14,Moda Center,NBA Cup
170,96.0,2024-11-13,7:00PM,Indiana Pacers,90,Orlando Magic,94,Box Score,,17087,2:10,Kia Center,
171,97.0,2024-11-13,7:30PM,Boston Celtics,139,Brooklyn Nets,114,Box Score,,18112,2:10,Barclays Center,
172,98.0,2024-11-13,7:30PM,Chicago Bulls,124,New York Knicks,123,Box Score,,19812,2:16,Madison Square Garden (IV),
173,99.0,2024-11-13,7:30PM,New Orleans Pelicans,88,Oklahoma City Thunder,106,Box Score,,17180,2:12,Paycom Center,
174,100.0,2024-11-13,7:30PM,Cleveland Cavaliers,114,Philadelphia 76ers,106,Box Score,,19777,1:59,Wells Fargo Center,
175,101.0,2024-11-13,8:00PM,Los Angeles Clippers,103,Houston Rockets,111,Box Score,,16493,2:06,Toyota Center,
176,102.0,2024-11-13,8:00PM,Detroit Pistons,120,Milwaukee Bucks,127,Box Score,OT,17341,2:43,Fiserv Forum,
178,104.0,2024-11-13,8:00PM,Washington Wizards,130,San Antonio Spurs,139,Box Score,,16602,2:22,Frost Bank Center,
179,105.0,2024-11-13,10:00PM,Memphis Grizzlies,123,Los Angeles Lakers,128,Box Score,,18997,2:31,Crypto.com Arena,
180,106.0,2024-11-13,10:00PM,Minnesota Timberwolves,98,Portland Trail Blazers,106,Box Score,,17353,2:13,Moda Center,
181,107.0,2024-11-13,10:00PM,Phoenix Suns,104,Sacramento Kings,127,Box Score,,16204,2:02,Golden 1 Center,
182,108.0,2024-11-14,9:00PM,Dallas Mavericks,113,Utah Jazz,115,Box Score,,18175,2:10,Delta Center,
183,109.0,2024-11-15,7:00PM,Miami Heat,124,Indiana Pacers,111,Box Score,,17274,2:10,Gainbridge Fieldhouse,NBA Cup
184,110.0,2024-11-15,7:00PM,Philadelphia 76ers,86,Orlando Magic,98,Box Score,,17843,2:25,Kia Center,NBA Cup
185,111.0,2024-11-15,7:00PM,Detroit Pistons,99,Toronto Raptors,95,Box Score,,19245,2:20,Scotiabank Arena,NBA Cup
186,112.0,2024-11-15,7:30PM,Washington Wizards,117,Atlanta Hawks,129,Box Score,,16038,2:15,State Farm Arena,NBA Cup
187,113.0,2024-11-15,7:30PM,Chicago Bulls,126,Cleveland Cavaliers,144,Box Score,,19432,2:11,Rocket Mortgage Fieldhouse,NBA Cup
188,114.0,2024-11-15,7:30PM,Brooklyn Nets,122,New York Knicks,124,Box Score,,19812,2:43,Madison Square Garden (IV),NBA Cup
189,115.0,2024-11-15,7:30PM,Los Angeles Lakers,120,San Antonio Spurs,115,Box Score,,18916,2:18,Frost Bank Center,NBA Cup
190,116.0,2024-11-15,8:00PM,Los Angeles Clippers,104,Houston Rockets,125,Box Score,,18055,2:13,Toyota Center,NBA Cup
191,117.0,2024-11-15,8:00PM,Denver Nuggets,94,New Orleans Pelicans,101,Box Score,,16137,2:04,Smoothie King Center,NBA Cup
192,118.0,2024-11-15,8:00PM,Phoenix Suns,83,Oklahoma City Thunder,99,Box Score,,18203,2:17,Paycom Center,NBA Cup
193,119.0,2024-11-15,10:00PM,Memphis Grizzlies,118,Golden State Warriors,123,Box Score,,18064,2:35,Chase Center,NBA Cup
194,120.0,2024-11-15,10:00PM,Minnesota Timberwolves,130,Sacramento Kings,126,Box Score,OT,16478,2:25,Golden 1 Center,NBA Cup
195,121.0,2024-11-16,3:00PM,Milwaukee Bucks,114,Charlotte Hornets,115,Box Score,,19145,2:15,Spectrum Center,
196,122.0,2024-11-16,8:00PM,Toronto Raptors,123,Boston Celtics,126,Box Score,OT,19156,2:27,TD Garden,
197,123.0,2024-11-16,8:00PM,Los Angeles Lakers,104,New Orleans Pelicans,99,Box Score,,18761,2:12,Smoothie King Center,
198,124.0,2024-11-16,8:30PM,San Antonio Spurs,93,Dallas Mavericks,110,Box Score,,20311,2:10,American Airlines Center,
199,125.0,2024-11-16,10:00PM,Utah Jazz,117,Sacramento Kings,121,Box Score,,16568,2:35,Golden 1 Center,
200,126.0,2024-11-17,3:30PM,Phoenix Suns,117,Minnesota Timberwolves,120,Box Score,,18978,2:16,Target Center,
201,127.0,2024-11-17,5:00PM,Miami Heat,110,Indiana Pacers,119,Box Score,,16184,2:15,Gainbridge Fieldhouse,
202,128.0,2024-11-17,6:00PM,Charlotte Hornets,114,Cleveland Cavaliers,128,Box Score,,19432,2:16,Rocket Mortgage Fieldhouse,
204,130.0,2024-11-17,6:00PM,Denver Nuggets,90,Memphis Grizzlies,105,Box Score,,16351,2:12,FedEx Forum,
205,131.0,2024-11-17,6:00PM,Atlanta Hawks,110,Portland Trail Blazers,114,Box Score,,17384,2:25,Moda Center,
206,132.0,2024-11-17,6:00PM,Detroit Pistons,124,Washington Wizards,104,Box Score,,14789,2:08,Capital One Arena,
207,133.0,2024-11-17,7:00PM,Houston Rockets,143,Chicago Bulls,107,Box Score,,20667,2:08,United Center,
208,134.0,2024-11-17,7:00PM,Brooklyn Nets,104,New York Knicks,114,Box Score,,19812,2:20,Madison Square Garden (IV),
209,135.0,2024-11-17,7:00PM,Dallas Mavericks,121,Oklahoma City Thunder,119,Box Score,,18203,2:33,Paycom Center,
210,136.0,2024-11-17,9:00PM,Utah Jazz,105,Los Angeles Clippers,116,Box Score,,15500,2:02,Intuit Dome,
211,137.0,2024-11-18,7:00PM,Chicago Bulls,122,Detroit Pistons,112,Box Score,,18022,2:09,Little Caesars Arena,
212,138.0,2024-11-18,7:30PM,Philadelphia 76ers,89,Miami Heat,106,Box Score,,19608,2:10,Kaseya Center,
213,139.0,2024-11-18,7:30PM,Washington Wizards,106,New York Knicks,134,Box Score,,19812,2:00,Madison Square Garden (IV),
214,140.0,2024-11-18,7:30PM,Indiana Pacers,119,Toronto Raptors,130,Box Score,,19025,2:16,Scotiabank Arena,
215,141.0,2024-11-18,8:00PM,Houston Rockets,100,Milwaukee Bucks,101,Box Score,,17341,2:12,Fiserv Forum,
216,142.0,2024-11-18,9:00PM,Orlando Magic,109,Phoenix Suns,99,Box Score,,17071,2:21,Footprint Center,
217,143.0,2024-11-18,10:00PM,Atlanta Hawks,109,Sacramento Kings,108,Box Score,,16333,2:10,Golden 1 Center,
218,144.0,2024-11-18,10:30PM,Golden State Warriors,99,Los Angeles Clippers,102,Box Score,,17927,2:11,Intuit Dome,
219,145.0,2024-11-19,7:00PM,Cleveland Cavaliers,117,Boston Celtics,120,Box Score,,19156,2:16,TD Garden,NBA Cup
220,146.0,2024-11-19,7:30PM,Charlotte Hornets,115,Brooklyn Nets,116,Box Score,,18117,2:32,Barclays Center,NBA Cup
