,Conference,Date,time,home_team,away_team
77,cusa,2025-02-27,12:00AM,new-mexico-state:New Mexico State,middle-tennessee:Middle Tennessee
78,cusa,2025-02-27,12:00AM,texas-el-paso:UTEP,western-kentucky:Western Kentucky
105,horizon,2025-02-27,12:00AM,green-bay:Green Bay,detroit-mercy:Detroit Mercy
108,horizon,2025-02-27,12:00AM,ipfw:Purdue Fort Wayne,northern-kentucky:Northern Kentucky
106,horizon,2025-02-27,12:00AM,iupui:IU Indy,robert-morris:Robert Morris
107,horizon,2025-02-27,12:00AM,milwaukee:Milwaukee,oakland:Oakland
109,horizon,2025-02-27,12:00AM,wright-state:Wright State,cleveland-state:Cleveland State
67,northeast,2025-02-27,12:00AM,central-connecticut-state:Central Connecticut State,le-moyne:Le Moyne
68,northeast,2025-02-27,12:00AM,fairleigh-dickinson:FDU,stonehill:Stonehill
69,northeast,2025-02-27,12:00AM,long-island-university:Long Island University,wagner:Wagner
70,northeast,2025-02-27,12:00AM,mercyhurst:Mercyhurst,chicago-state:Chicago State
105,ovc,2025-02-27,12:00AM,eastern-illinois:Eastern Illinois,arkansas-little-rock:Little Rock
106,ovc,2025-02-27,12:00AM,southern-illinois-edwardsville:Southern Illinois-Edwardsville,southeast-missouri-state:Southeast Missouri State
109,ovc,2025-02-27,12:00AM,tennessee-martin:Tennessee-Martin,southern-indiana:Southern Indiana
107,ovc,2025-02-27,12:00AM,tennessee-state:Tennessee State,morehead-state:Morehead State
108,ovc,2025-02-27,12:00AM,tennessee-tech:Tennessee Tech,western-illinois:Western Illinois
87,southern,2025-02-27,12:00AM,north-carolina-greensboro:UNC Greensboro,chattanooga:Chattanooga
88,southern,2025-02-27,12:00AM,virginia-military-institute:Virginia Military Institute,samford:Samford
68,summit,2025-02-27,12:00AM,missouri-kansas-city:Kansas City,denver:Denver
69,summit,2025-02-27,12:00AM,oral-roberts:Oral Roberts,south-dakota-state:South Dakota State
70,summit,2025-02-27,12:00AM,st-thomas-mn:St. Thomas,north-dakota:North Dakota
61,wac,2025-02-27,12:00AM,dixie-state:Utah Tech,southern-utah:Southern Utah
58,wac,2025-02-27,12:00AM,grand-canyon:Grand Canyon,texas-arlington:UT Arlington
59,wac,2025-02-27,12:00AM,seattle:Seattle,california-baptist:California Baptist
60,wac,2025-02-27,12:00AM,tarleton-state:Tarleton State,abilene-christian:Abilene Christian
93,wcc,2025-02-27,12:00AM,loyola-marymount:Loyola Marymount,saint-marys-ca:Saint Mary's (CA)
94,wcc,2025-02-27,12:00AM,oregon-state:Oregon State,san-francisco:San Francisco
95,wcc,2025-02-27,12:00AM,portland:Portland,pepperdine:Pepperdine
96,wcc,2025-02-27,12:00AM,santa-clara:Santa Clara,gonzaga:Gonzaga
97,wcc,2025-02-27,12:00AM,washington-state:Washington State,san-diego:San Diego
119,atlantic-10,2025-02-28,12:00AM,virginia-commonwealth:Virginia Commonwealth,davidson:Davidson
162,big-ten,2025-02-28,12:00AM,northwestern:Northwestern,iowa:Iowa
163,big-ten,2025-02-28,12:00AM,purdue:Purdue,ucla:UCLA
98,big-west,2025-02-28,12:00AM,hawaii:Hawaii,california-riverside:UC Riverside
46,ivy,2025-02-28,12:00AM,columbia:Columbia,princeton:Princeton
47,ivy,2025-02-28,12:00AM,cornell:Cornell,pennsylvania:Pennsylvania
48,ivy,2025-02-28,12:00AM,dartmouth:Dartmouth,yale:Yale
49,ivy,2025-02-28,12:00AM,harvard:Harvard,brown:Brown
111,maac,2025-02-28,12:00AM,canisius:Canisius,manhattan:Manhattan
112,maac,2025-02-28,12:00AM,fairfield:Fairfield,mount-st-marys:Mount St. Mary's
113,maac,2025-02-28,12:00AM,merrimack:Merrimack,rider:Rider
114,maac,2025-02-28,12:00AM,niagara:Niagara,iona:Iona
115,maac,2025-02-28,12:00AM,quinnipiac:Quinnipiac,saint-peters:Saint Peter's
116,maac,2025-02-28,12:00AM,sacred-heart:Sacred Heart,marist:Marist
99,mwc,2025-02-28,12:00AM,nevada-las-vegas:Nevada-Las Vegas,nevada:Nevada
124,sun-belt,2025-02-28,12:00AM,coastal-carolina:Coastal Carolina,old-dominion:Old Dominion
126,sun-belt,2025-02-28,12:00AM,georgia-southern:Georgia Southern,georgia-state:Georgia State
127,sun-belt,2025-02-28,12:00AM,louisiana-monroe:Louisiana-Monroe,arkansas-state:Arkansas State
128,sun-belt,2025-02-28,12:00AM,marshall:Marshall,appalachian-state:Appalachian State
129,sun-belt,2025-02-28,12:00AM,south-alabama:South Alabama,louisiana-lafayette:Louisiana
130,sun-belt,2025-02-28,12:00AM,southern-mississippi:Southern Mississippi,troy:Troy
131,sun-belt,2025-02-28,12:00AM,texas-state:Texas State,james-madison:James Madison
103,aac,2025-03-01,12:00AM,tulsa:Tulsa,tulane:Tulane
160,acc,2025-03-01,12:00AM,california:California,boston-college:Boston College
161,acc,2025-03-01,12:00AM,duke:Duke,florida-state:Florida State
162,acc,2025-03-01,12:00AM,georgia-tech:Georgia Tech,north-carolina-state:NC State
163,acc,2025-03-01,12:00AM,louisville:Louisville,pittsburgh:Pittsburgh
164,acc,2025-03-01,12:00AM,north-carolina:North Carolina,miami-fl:Miami (FL)
165,acc,2025-03-01,12:00AM,stanford:Stanford,southern-methodist:Southern Methodist
168,acc,2025-03-01,12:00AM,virginia-tech:Virginia Tech,syracuse:Syracuse
166,acc,2025-03-01,12:00AM,virginia:Virginia,clemson:Clemson
169,acc,2025-03-01,12:00AM,wake-forest:Wake Forest,notre-dame:Notre Dame
67,america-east,2025-03-01,12:00AM,maine:Maine,bryant:Bryant
68,america-east,2025-03-01,12:00AM,maryland-baltimore-county:Maryland-Baltimore County,vermont:Vermont
69,america-east,2025-03-01,12:00AM,massachusetts-lowell:Massachusetts-Lowell,binghamton:Binghamton
70,america-east,2025-03-01,12:00AM,njit:NJIT,albany-ny:Albany (NY)
120,atlantic-10,2025-03-01,12:00AM,dayton:Dayton,richmond:Richmond
121,atlantic-10,2025-03-01,12:00AM,duquesne:Duquesne,george-mason:George Mason
122,atlantic-10,2025-03-01,12:00AM,fordham:Fordham,saint-josephs:Saint Joseph's
123,atlantic-10,2025-03-01,12:00AM,george-washington:George Washington,la-salle:La Salle
124,atlantic-10,2025-03-01,12:00AM,massachusetts:Massachusetts,rhode-island:Rhode Island
126,atlantic-10,2025-03-01,12:00AM,saint-louis:Saint Louis,loyola-il:Loyola (IL)
142,big-12,2025-03-01,12:00AM,baylor:Baylor,oklahoma-state:Oklahoma State
143,big-12,2025-03-01,12:00AM,brigham-young:Brigham Young,west-virginia:West Virginia
144,big-12,2025-03-01,12:00AM,houston:Houston,cincinnati:Cincinnati
145,big-12,2025-03-01,12:00AM,iowa-state:Iowa State,arizona:Arizona
147,big-12,2025-03-01,12:00AM,kansas:Kansas,texas-tech:Texas Tech
148,big-12,2025-03-01,12:00AM,texas-christian:TCU,central-florida:UCF
149,big-12,2025-03-01,12:00AM,utah:Utah,arizona-state:Arizona State
99,big-east,2025-03-01,12:00AM,georgetown:Georgetown,marquette:Marquette
100,big-east,2025-03-01,12:00AM,providence:Providence,connecticut:Connecticut
101,big-east,2025-03-01,12:00AM,st-johns-ny:St. John's (NY),seton-hall:Seton Hall
102,big-east,2025-03-01,12:00AM,villanova:Villanova,butler:Butler
103,big-east,2025-03-01,12:00AM,xavier:Xavier,creighton:Creighton
84,big-sky,2025-03-01,12:00AM,eastern-washington:Eastern Washington,idaho-state:Idaho State
85,big-sky,2025-03-01,12:00AM,idaho:Idaho,weber-state:Weber State
86,big-sky,2025-03-01,12:00AM,northern-arizona:Northern Arizona,northern-colorado:Northern Colorado
87,big-sky,2025-03-01,12:00AM,portland-state:Portland State,montana:Montana
88,big-sky,2025-03-01,12:00AM,sacramento-state:Sacramento State,montana-state:Montana State
71,big-south,2025-03-01,12:00AM,presbyterian:Presbyterian,gardner-webb:Gardner-Webb
72,big-south,2025-03-01,12:00AM,radford:Radford,charleston-southern:Charleston Southern
73,big-south,2025-03-01,12:00AM,south-carolina-upstate:South Carolina Upstate,longwood:Longwood
74,big-south,2025-03-01,12:00AM,winthrop:Winthrop,north-carolina-asheville:UNC Asheville
164,big-ten,2025-03-01,12:00AM,nebraska:Nebraska,minnesota:Minnesota
165,big-ten,2025-03-01,12:00AM,oregon:Oregon,southern-california:Southern California
166,big-ten,2025-03-01,12:00AM,penn-state:Penn State,maryland:Maryland
168,big-ten,2025-03-01,12:00AM,washington:Washington,indiana:Indiana
99,big-west,2025-03-01,12:00AM,cal-poly:Cal Poly,cal-state-bakersfield:Cal State Bakersfield
100,big-west,2025-03-01,12:00AM,cal-state-northridge:Cal State Northridge,california-santa-barbara:UC Santa Barbara
101,big-west,2025-03-01,12:00AM,california-irvine:UC Irvine,long-beach-state:Long Beach State
102,big-west,2025-03-01,12:00AM,california-san-diego:UC San Diego,cal-state-fullerton:Cal State Fullerton
124,coastal,2025-03-01,12:00AM,college-of-charleston:College of Charleston,campbell:Campbell
126,coastal,2025-03-01,12:00AM,drexel:Drexel,monmouth:Monmouth
127,coastal,2025-03-01,12:00AM,hofstra:Hofstra,north-carolina-at:North Carolina A&T
130,coastal,2025-03-01,12:00AM,north-carolina-wilmington:UNC Wilmington,delaware:Delaware
128,coastal,2025-03-01,12:00AM,stony-brook:Stony Brook,elon:Elon
129,coastal,2025-03-01,12:00AM,towson:Towson,hampton:Hampton
131,coastal,2025-03-01,12:00AM,william-mary:William & Mary,northeastern:Northeastern
79,cusa,2025-03-01,12:00AM,florida-international:Florida International,jacksonville-state:Jacksonville State
80,cusa,2025-03-01,12:00AM,new-mexico-state:New Mexico State,western-kentucky:Western Kentucky
81,cusa,2025-03-01,12:00AM,sam-houston-state:Sam Houston,louisiana-tech:Louisiana Tech
82,cusa,2025-03-01,12:00AM,texas-el-paso:UTEP,middle-tennessee:Middle Tennessee
110,horizon,2025-03-01,12:00AM,cleveland-state:Cleveland State,ipfw:Purdue Fort Wayne
111,horizon,2025-03-01,12:00AM,green-bay:Green Bay,oakland:Oakland
112,horizon,2025-03-01,12:00AM,iupui:IU Indy,wright-state:Wright State
113,horizon,2025-03-01,12:00AM,milwaukee:Milwaukee,detroit-mercy:Detroit Mercy
114,horizon,2025-03-01,12:00AM,northern-kentucky:Northern Kentucky,youngstown-state:Youngstown State
50,ivy,2025-03-01,12:00AM,columbia:Columbia,pennsylvania:Pennsylvania
51,ivy,2025-03-01,12:00AM,cornell:Cornell,princeton:Princeton
52,ivy,2025-03-01,12:00AM,dartmouth:Dartmouth,brown:Brown
53,ivy,2025-03-01,12:00AM,harvard:Harvard,yale:Yale
94,mac,2025-03-01,12:00AM,akron:Akron,kent-state:Kent State
95,mac,2025-03-01,12:00AM,bowling-green-state:Bowling Green State,ball-state:Ball State
96,mac,2025-03-01,12:00AM,buffalo:Buffalo,toledo:Toledo
97,mac,2025-03-01,12:00AM,eastern-michigan:Eastern Michigan,central-michigan:Central Michigan
98,mac,2025-03-01,12:00AM,northern-illinois:Northern Illinois,western-michigan:Western Michigan
99,mac,2025-03-01,12:00AM,ohio:Ohio,miami-oh:Miami (OH)
46,meac,2025-03-01,12:00AM,delaware-state:Delaware State,coppin-state:Coppin State
47,meac,2025-03-01,12:00AM,maryland-eastern-shore:Maryland-Eastern Shore,morgan-state:Morgan State
48,meac,2025-03-01,12:00AM,north-carolina-central:North Carolina Central,howard:Howard
49,meac,2025-03-01,12:00AM,south-carolina-state:South Carolina State,norfolk-state:Norfolk State
100,mwc,2025-03-01,12:00AM,colorado-state:Colorado State,utah-state:Utah State
101,mwc,2025-03-01,12:00AM,fresno-state:Fresno State,boise-state:Boise State
102,mwc,2025-03-01,12:00AM,new-mexico:New Mexico,air-force:Air Force
103,mwc,2025-03-01,12:00AM,wyoming:Wyoming,san-diego-state:San Diego State
71,northeast,2025-03-01,12:00AM,fairleigh-dickinson:FDU,long-island-university:Long Island University
72,northeast,2025-03-01,12:00AM,saint-francis-pa:Saint Francis (PA),chicago-state:Chicago State
73,northeast,2025-03-01,12:00AM,stonehill:Stonehill,le-moyne:Le Moyne
74,northeast,2025-03-01,12:00AM,wagner:Wagner,central-connecticut-state:Central Connecticut State
110,ovc,2025-03-01,12:00AM,eastern-illinois:Eastern Illinois,southeast-missouri-state:Southeast Missouri State
111,ovc,2025-03-01,12:00AM,southern-illinois-edwardsville:Southern Illinois-Edwardsville,arkansas-little-rock:Little Rock
114,ovc,2025-03-01,12:00AM,tennessee-martin:Tennessee-Martin,morehead-state:Morehead State
112,ovc,2025-03-01,12:00AM,tennessee-state:Tennessee State,southern-indiana:Southern Indiana
113,ovc,2025-03-01,12:00AM,tennessee-tech:Tennessee Tech,lindenwood:Lindenwood
89,patriot,2025-03-01,12:00AM,army:Army,lehigh:Lehigh
90,patriot,2025-03-01,12:00AM,boston-university:Boston University,lafayette:Lafayette
91,patriot,2025-03-01,12:00AM,colgate:Colgate,american:American
92,patriot,2025-03-01,12:00AM,holy-cross:Holy Cross,bucknell:Bucknell
93,patriot,2025-03-01,12:00AM,navy:Navy,loyola-md:Loyola (MD)
126,sec,2025-03-01,12:00AM,florida:Florida,texas-am:Texas A&M
127,sec,2025-03-01,12:00AM,kentucky:Kentucky,auburn:Auburn
129,sec,2025-03-01,12:00AM,mississippi-state:Mississippi State,louisiana-state:Louisiana State
128,sec,2025-03-01,12:00AM,mississippi:Mississippi,oklahoma:Oklahoma
130,sec,2025-03-01,12:00AM,south-carolina:South Carolina,arkansas:Arkansas
131,sec,2025-03-01,12:00AM,tennessee:Tennessee,alabama:Alabama
132,sec,2025-03-01,12:00AM,texas:Texas,georgia:Georgia
133,sec,2025-03-01,12:00AM,vanderbilt:Vanderbilt,missouri:Missouri
90,southern,2025-03-01,12:00AM,citadel:The Citadel,east-tennessee-state:East Tennessee State
89,southern,2025-03-01,12:00AM,mercer:Mercer,western-carolina:Western Carolina
91,southern,2025-03-01,12:00AM,north-carolina-greensboro:UNC Greensboro,samford:Samford
92,southern,2025-03-01,12:00AM,virginia-military-institute:Virginia Military Institute,chattanooga:Chattanooga
93,southern,2025-03-01,12:00AM,wofford:Wofford,furman:Furman
114,southland,2025-03-01,12:00AM,lamar:Lamar,mcneese-state:McNeese State
115,southland,2025-03-01,12:00AM,northwestern-state:Northwestern State,houston-baptist:Houston Christian
116,southland,2025-03-01,12:00AM,stephen-f-austin:Stephen F. Austin,nicholls-state:Nicholls State
113,southland,2025-03-01,12:00AM,texas-am-commerce:East Texas A&M,incarnate-word:Incarnate Word
117,southland,2025-03-01,12:00AM,texas-am-corpus-christi:Texas A&M-Corpus Christi,southeastern-louisiana:Southeastern Louisiana
118,southland,2025-03-01,12:00AM,texas-pan-american:Texas-Rio Grande Valley,new-orleans:New Orleans
71,summit,2025-03-01,12:00AM,denver:Denver,south-dakota-state:South Dakota State
72,summit,2025-03-01,12:00AM,nebraska-omaha:Omaha,oral-roberts:Oral Roberts
73,summit,2025-03-01,12:00AM,south-dakota:South Dakota,north-dakota:North Dakota
74,summit,2025-03-01,12:00AM,st-thomas-mn:St. Thomas,missouri-kansas-city:Kansas City
92,swac,2025-03-01,12:00AM,alabama-state:Alabama State,alabama-am:Alabama A&M
93,swac,2025-03-01,12:00AM,alcorn-state:Alcorn State,prairie-view:Prairie View
94,swac,2025-03-01,12:00AM,bethune-cookman:Bethune-Cookman,southern:Southern
95,swac,2025-03-01,12:00AM,florida-am:Florida A&M,grambling:Grambling
96,swac,2025-03-01,12:00AM,jackson-state:Jackson State,texas-southern:Texas Southern
97,swac,2025-03-01,12:00AM,mississippi-valley-state:Mississippi Valley State,arkansas-pine-bluff:Arkansas-Pine Bluff
65,wac,2025-03-01,12:00AM,dixie-state:Utah Tech,california-baptist:California Baptist
63,wac,2025-03-01,12:00AM,seattle:Seattle,grand-canyon:Grand Canyon
64,wac,2025-03-01,12:00AM,texas-arlington:UT Arlington,abilene-christian:Abilene Christian
66,wac,2025-03-01,12:00AM,utah-valley:Utah Valley,southern-utah:Southern Utah
98,wcc,2025-03-01,12:00AM,pacific:Pacific,santa-clara:Santa Clara
99,wcc,2025-03-01,12:00AM,pepperdine:Pepperdine,washington-state:Washington State
100,wcc,2025-03-01,12:00AM,saint-marys-ca:Saint Mary's (CA),oregon-state:Oregon State
101,wcc,2025-03-01,12:00AM,san-diego:San Diego,portland:Portland
102,wcc,2025-03-01,12:00AM,san-francisco:San Francisco,gonzaga:Gonzaga
107,aac,2025-03-02,12:00AM,alabama-birmingham:UAB,memphis:Memphis
105,aac,2025-03-02,12:00AM,east-carolina:East Carolina,charlotte:Charlotte
106,aac,2025-03-02,12:00AM,south-florida:South Florida,florida-atlantic:Florida Atlantic
108,aac,2025-03-02,12:00AM,texas-san-antonio:UTSA,rice:Rice
150,big-12,2025-03-02,12:00AM,kansas-state:Kansas State,colorado:Colorado
170,big-ten,2025-03-02,12:00AM,michigan-state:Michigan State,wisconsin:Wisconsin
169,big-ten,2025-03-02,12:00AM,michigan:Michigan,illinois:Illinois
103,big-west,2025-03-02,12:00AM,hawaii:Hawaii,california-davis:UC Davis
84,cusa,2025-03-02,12:00AM,liberty:Liberty,kennesaw-state:Kennesaw State
117,maac,2025-03-02,12:00AM,canisius:Canisius,iona:Iona
118,maac,2025-03-02,12:00AM,marist:Marist,saint-peters:Saint Peter's
119,maac,2025-03-02,12:00AM,merrimack:Merrimack,quinnipiac:Quinnipiac
120,maac,2025-03-02,12:00AM,mount-st-marys:Mount St. Mary's,siena:Siena
121,maac,2025-03-02,12:00AM,niagara:Niagara,manhattan:Manhattan
122,maac,2025-03-02,12:00AM,sacred-heart:Sacred Heart,fairfield:Fairfield
119,mvc,2025-03-02,12:00AM,belmont:Belmont,murray-state:Murray State
120,mvc,2025-03-02,12:00AM,bradley:Bradley,northern-iowa:Northern Iowa
121,mvc,2025-03-02,12:00AM,drake:Drake,missouri-state:Missouri State
123,mvc,2025-03-02,12:00AM,illinois-chicago:Illinois-Chicago,valparaiso:Valparaiso
122,mvc,2025-03-02,12:00AM,illinois-state:Illinois State,evansville:Evansville
124,mvc,2025-03-02,12:00AM,indiana-state:Indiana State,southern-illinois:Southern Illinois
109,aac,2025-03-03,12:00AM,north-texas:North Texas,wichita-state:Wichita State
170,acc,2025-03-03,12:00AM,duke:Duke,wake-forest:Wake Forest
151,big-12,2025-03-03,12:00AM,houston:Houston,kansas:Kansas
89,big-sky,2025-03-03,12:00AM,idaho-state:Idaho State,northern-arizona:Northern Arizona
91,big-sky,2025-03-03,12:00AM,montana-state:Montana State,idaho:Idaho
90,big-sky,2025-03-03,12:00AM,montana:Montana,eastern-washington:Eastern Washington
92,big-sky,2025-03-03,12:00AM,portland-state:Portland State,sacramento-state:Sacramento State
93,big-sky,2025-03-03,12:00AM,weber-state:Weber State,northern-colorado:Northern Colorado
171,big-ten,2025-03-03,12:00AM,northwestern:Northwestern,ucla:UCLA
50,meac,2025-03-03,12:00AM,coppin-state:Coppin State,maryland-eastern-shore:Maryland-Eastern Shore
51,meac,2025-03-03,12:00AM,morgan-state:Morgan State,delaware-state:Delaware State
52,meac,2025-03-03,12:00AM,north-carolina-central:North Carolina Central,norfolk-state:Norfolk State
53,meac,2025-03-03,12:00AM,south-carolina-state:South Carolina State,howard:Howard
120,southland,2025-03-03,12:00AM,incarnate-word:Incarnate Word,northwestern-state:Northwestern State
121,southland,2025-03-03,12:00AM,lamar:Lamar,nicholls-state:Nicholls State
122,southland,2025-03-03,12:00AM,stephen-f-austin:Stephen F. Austin,mcneese-state:McNeese State
119,southland,2025-03-03,12:00AM,texas-am-commerce:East Texas A&M,houston-baptist:Houston Christian
123,southland,2025-03-03,12:00AM,texas-am-corpus-christi:Texas A&M-Corpus Christi,new-orleans:New Orleans
124,southland,2025-03-03,12:00AM,texas-pan-american:Texas-Rio Grande Valley,southeastern-louisiana:Southeastern Louisiana
98,swac,2025-03-03,12:00AM,alcorn-state:Alcorn State,texas-southern:Texas Southern
99,swac,2025-03-03,12:00AM,bethune-cookman:Bethune-Cookman,grambling:Grambling
100,swac,2025-03-03,12:00AM,florida-am:Florida A&M,southern:Southern
101,swac,2025-03-03,12:00AM,jackson-state:Jackson State,prairie-view:Prairie View
111,aac,2025-03-04,12:00AM,texas-san-antonio:UTSA,memphis:Memphis
110,aac,2025-03-04,12:00AM,tulsa:Tulsa,temple:Temple
171,acc,2025-03-04,12:00AM,georgia-tech:Georgia Tech,miami-fl:Miami (FL)
172,acc,2025-03-04,12:00AM,southern-methodist:Southern Methodist,syracuse:Syracuse
174,acc,2025-03-04,12:00AM,virginia-tech:Virginia Tech,north-carolina:North Carolina
173,acc,2025-03-04,12:00AM,virginia:Virginia,florida-state:Florida State
71,america-east,2025-03-04,12:00AM,binghamton:Binghamton,njit:NJIT
72,america-east,2025-03-04,12:00AM,bryant:Bryant,new-hampshire:New Hampshire
73,america-east,2025-03-04,12:00AM,maine:Maine,massachusetts-lowell:Massachusetts-Lowell
74,america-east,2025-03-04,12:00AM,vermont:Vermont,albany-ny:Albany (NY)
127,atlantic-10,2025-03-04,12:00AM,dayton:Dayton,saint-louis:Saint Louis
128,atlantic-10,2025-03-04,12:00AM,duquesne:Duquesne,virginia-commonwealth:Virginia Commonwealth
152,big-12,2025-03-04,12:00AM,arizona:Arizona,arizona-state:Arizona State
