,Conference,Date,time,home_team,away_team
8,big-sky,2025-01-04,12:00AM,sacramento-state:Sacramento State,portland-state:Portland State
4,big-south,2025-01-04,12:00AM,gardner-webb:Gardner-Webb,presbyterian:Presbyterian
5,big-south,2025-01-04,12:00AM,longwood:Longwood,charleston-southern:Charleston Southern
7,big-south,2025-01-04,12:00AM,north-carolina-asheville:UNC Asheville,high-point:High Point
6,big-south,2025-01-04,12:00AM,radford:Radford,winthrop:Winthrop
26,big-ten,2025-01-04,12:00AM,nebraska:Nebraska,ucla:UCLA
27,big-ten,2025-01-04,12:00AM,southern-california:Southern California,michigan:Michigan
15,big-west,2025-01-04,12:00AM,cal-state-bakersfield:Cal State Bakersfield,long-beach-state:Long Beach State
16,big-west,2025-01-04,12:00AM,cal-state-fullerton:Cal State Fullerton,california-san-diego:UC San Diego
17,big-west,2025-01-04,12:00AM,cal-state-northridge:Cal State Northridge,california-davis:UC Davis
18,big-west,2025-01-04,12:00AM,california-irvine:UC Irvine,california-riverside:UC Riverside
8,coastal,2025-01-04,12:00AM,college-of-charleston:College of Charleston,towson:Towson
9,coastal,2025-01-04,12:00AM,delaware:Delaware,monmouth:Monmouth
10,coastal,2025-01-04,12:00AM,elon:Elon,hampton:Hampton
11,coastal,2025-01-04,12:00AM,north-carolina-at:North Carolina A&T,drexel:Drexel
14,coastal,2025-01-04,12:00AM,north-carolina-wilmington:UNC Wilmington,campbell:Campbell
12,coastal,2025-01-04,12:00AM,northeastern:Northeastern,hofstra:Hofstra
13,coastal,2025-01-04,12:00AM,stony-brook:Stony Brook,william-mary:William & Mary
4,cusa,2025-01-04,12:00AM,florida-international:Florida International,western-kentucky:Western Kentucky
5,cusa,2025-01-04,12:00AM,kennesaw-state:Kennesaw State,jacksonville-state:Jacksonville State
6,cusa,2025-01-04,12:00AM,liberty:Liberty,middle-tennessee:Middle Tennessee
7,cusa,2025-01-04,12:00AM,new-mexico-state:New Mexico State,louisiana-tech:Louisiana Tech
8,cusa,2025-01-04,12:00AM,texas-el-paso:UTEP,sam-houston-state:Sam Houston
26,horizon,2025-01-04,12:00AM,cleveland-state:Cleveland State,iupui:IU Indy
27,horizon,2025-01-04,12:00AM,detroit-mercy:Detroit Mercy,milwaukee:Milwaukee
30,horizon,2025-01-04,12:00AM,ipfw:Purdue Fort Wayne,youngstown-state:Youngstown State
28,horizon,2025-01-04,12:00AM,northern-kentucky:Northern Kentucky,green-bay:Green Bay
29,horizon,2025-01-04,12:00AM,oakland:Oakland,robert-morris:Robert Morris
1,mac,2025-01-04,12:00AM,central-michigan:Central Michigan,ohio:Ohio
2,mac,2025-01-04,12:00AM,eastern-michigan:Eastern Michigan,northern-illinois:Northern Illinois
3,mac,2025-01-04,12:00AM,kent-state:Kent State,ball-state:Ball State
4,mac,2025-01-04,12:00AM,miami-oh:Miami (OH),buffalo:Buffalo
5,mac,2025-01-04,12:00AM,western-michigan:Western Michigan,toledo:Toledo
0,meac,2025-01-04,12:00AM,coppin-state:Coppin State,north-carolina-central:North Carolina Central
1,meac,2025-01-04,12:00AM,howard:Howard,delaware-state:Delaware State
2,meac,2025-01-04,12:00AM,morgan-state:Morgan State,south-carolina-state:South Carolina State
3,meac,2025-01-04,12:00AM,norfolk-state:Norfolk State,maryland-eastern-shore:Maryland-Eastern Shore
18,mvc,2025-01-04,12:00AM,belmont:Belmont,illinois-chicago:Illinois-Chicago
19,mvc,2025-01-04,12:00AM,bradley:Bradley,missouri-state:Missouri State
21,mvc,2025-01-04,12:00AM,evansville:Evansville,indiana-state:Indiana State
22,mvc,2025-01-04,12:00AM,valparaiso:Valparaiso,northern-iowa:Northern Iowa
16,mwc,2025-01-04,12:00AM,air-force:Air Force,wyoming:Wyoming
17,mwc,2025-01-04,12:00AM,boise-state:Boise State,san-diego-state:San Diego State
18,mwc,2025-01-04,12:00AM,nevada-las-vegas:Nevada-Las Vegas,san-jose-state:San Jose State
19,mwc,2025-01-04,12:00AM,utah-state:Utah State,fresno-state:Fresno State
16,ovc,2025-01-04,12:00AM,eastern-illinois:Eastern Illinois,western-illinois:Western Illinois
17,ovc,2025-01-04,12:00AM,southern-illinois-edwardsville:Southern Illinois-Edwardsville,lindenwood:Lindenwood
21,ovc,2025-01-04,12:00AM,tennessee-martin:Tennessee-Martin,southeast-missouri-state:Southeast Missouri State
18,ovc,2025-01-04,12:00AM,tennessee-state:Tennessee State,arkansas-little-rock:Little Rock
19,ovc,2025-01-04,12:00AM,tennessee-tech:Tennessee Tech,morehead-state:Morehead State
0,sec,2025-01-04,12:00AM,alabama:Alabama,oklahoma:Oklahoma
1,sec,2025-01-04,12:00AM,auburn:Auburn,missouri:Missouri
2,sec,2025-01-04,12:00AM,kentucky:Kentucky,florida:Florida
3,sec,2025-01-04,12:00AM,louisiana-state:Louisiana State,vanderbilt:Vanderbilt
5,sec,2025-01-04,12:00AM,mississippi-state:Mississippi State,south-carolina:South Carolina
4,sec,2025-01-04,12:00AM,mississippi:Mississippi,georgia:Georgia
6,sec,2025-01-04,12:00AM,tennessee:Tennessee,arkansas:Arkansas
7,sec,2025-01-04,12:00AM,texas-am:Texas A&M,texas:Texas
6,southern,2025-01-04,12:00AM,citadel:The Citadel,chattanooga:Chattanooga
5,southern,2025-01-04,12:00AM,east-tennessee-state:East Tennessee State,wofford:Wofford
7,southern,2025-01-04,12:00AM,north-carolina-greensboro:UNC Greensboro,furman:Furman
8,southern,2025-01-04,12:00AM,virginia-military-institute:Virginia Military Institute,mercer:Mercer
9,southern,2025-01-04,12:00AM,western-carolina:Western Carolina,samford:Samford
13,southland,2025-01-04,12:00AM,lamar:Lamar,houston-baptist:Houston Christian
14,southland,2025-01-04,12:00AM,new-orleans:New Orleans,texas-pan-american:Texas-Rio Grande Valley
15,southland,2025-01-04,12:00AM,northwestern-state:Northwestern State,nicholls-state:Nicholls State
16,southland,2025-01-04,12:00AM,southeastern-louisiana:Southeastern Louisiana,texas-am-corpus-christi:Texas A&M-Corpus Christi
17,southland,2025-01-04,12:00AM,stephen-f-austin:Stephen F. Austin,incarnate-word:Incarnate Word
12,southland,2025-01-04,12:00AM,texas-am-commerce:East Texas A&M,mcneese-state:McNeese State
4,summit,2025-01-04,12:00AM,missouri-kansas-city:Kansas City,oral-roberts:Oral Roberts
6,summit,2025-01-04,12:00AM,north-dakota-state:North Dakota State,nebraska-omaha:Omaha
5,summit,2025-01-04,12:00AM,north-dakota:North Dakota,st-thomas-mn:St. Thomas
7,summit,2025-01-04,12:00AM,south-dakota:South Dakota,denver:Denver
14,sun-belt,2025-01-04,12:00AM,appalachian-state:Appalachian State,texas-state:Texas State
15,sun-belt,2025-01-04,12:00AM,coastal-carolina:Coastal Carolina,louisiana-monroe:Louisiana-Monroe
16,sun-belt,2025-01-04,12:00AM,georgia-southern:Georgia Southern,south-alabama:South Alabama
17,sun-belt,2025-01-04,12:00AM,georgia-state:Georgia State,louisiana-lafayette:Louisiana
18,sun-belt,2025-01-04,12:00AM,james-madison:James Madison,arkansas-state:Arkansas State
19,sun-belt,2025-01-04,12:00AM,marshall:Marshall,troy:Troy
21,sun-belt,2025-01-04,12:00AM,old-dominion:Old Dominion,southern-mississippi:Southern Mississippi
0,swac,2025-01-04,12:00AM,alabama-am:Alabama A&M,arkansas-pine-bluff:Arkansas-Pine Bluff
1,swac,2025-01-04,12:00AM,alabama-state:Alabama State,mississippi-valley-state:Mississippi Valley State
2,swac,2025-01-04,12:00AM,alcorn-state:Alcorn State,jackson-state:Jackson State
3,swac,2025-01-04,12:00AM,florida-am:Florida A&M,bethune-cookman:Bethune-Cookman
4,swac,2025-01-04,12:00AM,prairie-view:Prairie View,grambling:Grambling
5,swac,2025-01-04,12:00AM,texas-southern:Texas Southern,southern:Southern
0,wac,2025-01-04,12:00AM,california-baptist:California Baptist,seattle:Seattle
1,wac,2025-01-04,12:00AM,grand-canyon:Grand Canyon,southern-utah:Southern Utah
2,wac,2025-01-04,12:00AM,tarleton-state:Tarleton State,texas-arlington:UT Arlington
3,wac,2025-01-04,12:00AM,utah-valley:Utah Valley,abilene-christian:Abilene Christian
14,wcc,2025-01-04,12:00AM,loyola-marymount:Loyola Marymount,gonzaga:Gonzaga
15,wcc,2025-01-04,12:00AM,oregon-state:Oregon State,san-diego:San Diego
16,wcc,2025-01-04,12:00AM,pacific:Pacific,pepperdine:Pepperdine
17,wcc,2025-01-04,12:00AM,portland:Portland,saint-marys-ca:Saint Mary's (CA)
18,wcc,2025-01-04,12:00AM,washington-state:Washington State,san-francisco:San Francisco
9,aac,2025-01-05,12:00AM,east-carolina:East Carolina,florida-atlantic:Florida Atlantic
10,aac,2025-01-05,12:00AM,memphis:Memphis,north-texas:North Texas
15,big-12,2025-01-05,12:00AM,central-florida:UCF,kansas:Kansas
21,big-east,2025-01-05,12:00AM,connecticut:Connecticut,providence:Providence
28,big-ten,2025-01-05,12:00AM,oregon:Oregon,maryland:Maryland
29,big-ten,2025-01-05,12:00AM,penn-state:Penn State,indiana:Indiana
30,big-ten,2025-01-05,12:00AM,purdue:Purdue,northwestern:Northwestern
31,big-ten,2025-01-05,12:00AM,washington:Washington,illinois:Illinois
19,big-west,2025-01-05,12:00AM,hawaii:Hawaii,cal-poly:Cal Poly
17,maac,2025-01-05,12:00AM,marist:Marist,quinnipiac:Quinnipiac
18,maac,2025-01-05,12:00AM,mount-st-marys:Mount St. Mary's,niagara:Niagara
19,maac,2025-01-05,12:00AM,rider:Rider,manhattan:Manhattan
21,maac,2025-01-05,12:00AM,sacred-heart:Sacred Heart,canisius:Canisius
22,maac,2025-01-05,12:00AM,siena:Siena,iona:Iona
23,mvc,2025-01-05,12:00AM,drake:Drake,murray-state:Murray State
24,mvc,2025-01-05,12:00AM,illinois-state:Illinois State,southern-illinois:Southern Illinois
4,northeast,2025-01-05,12:00AM,long-island-university:Long Island University,chicago-state:Chicago State
5,northeast,2025-01-05,12:00AM,mercyhurst:Mercyhurst,central-connecticut-state:Central Connecticut State
6,northeast,2025-01-05,12:00AM,saint-francis-pa:Saint Francis (PA),stonehill:Stonehill
7,northeast,2025-01-05,12:00AM,wagner:Wagner,fairleigh-dickinson:FDU
5,patriot,2025-01-05,12:00AM,american:American,holy-cross:Holy Cross
6,patriot,2025-01-05,12:00AM,boston-university:Boston University,army:Army
7,patriot,2025-01-05,12:00AM,bucknell:Bucknell,colgate:Colgate
8,patriot,2025-01-05,12:00AM,loyola-md:Loyola (MD),lehigh:Lehigh
9,patriot,2025-01-05,12:00AM,navy:Navy,lafayette:Lafayette
11,aac,2025-01-06,12:00AM,wichita-state:Wichita State,south-florida:South Florida
16,big-12,2025-01-06,12:00AM,houston:Houston,texas-christian:TCU
32,big-ten,2025-01-06,12:00AM,minnesota:Minnesota,ohio-state:Ohio State
33,big-ten,2025-01-06,12:00AM,rutgers:Rutgers,wisconsin:Wisconsin
4,meac,2025-01-06,12:00AM,coppin-state:Coppin State,south-carolina-state:South Carolina State
5,meac,2025-01-06,12:00AM,delaware-state:Delaware State,norfolk-state:Norfolk State
19,southland,2025-01-06,12:00AM,lamar:Lamar,incarnate-word:Incarnate Word
21,southland,2025-01-06,12:00AM,new-orleans:New Orleans,texas-am-corpus-christi:Texas A&M-Corpus Christi
22,southland,2025-01-06,12:00AM,northwestern-state:Northwestern State,mcneese-state:McNeese State
23,southland,2025-01-06,12:00AM,southeastern-louisiana:Southeastern Louisiana,texas-pan-american:Texas-Rio Grande Valley
24,southland,2025-01-06,12:00AM,stephen-f-austin:Stephen F. Austin,houston-baptist:Houston Christian
18,southland,2025-01-06,12:00AM,texas-am-commerce:East Texas A&M,nicholls-state:Nicholls State
6,swac,2025-01-06,12:00AM,alabama-am:Alabama A&M,mississippi-valley-state:Mississippi Valley State
7,swac,2025-01-06,12:00AM,alabama-state:Alabama State,arkansas-pine-bluff:Arkansas-Pine Bluff
8,swac,2025-01-06,12:00AM,prairie-view:Prairie View,southern:Southern
9,swac,2025-01-06,12:00AM,texas-southern:Texas Southern,grambling:Grambling
12,aac,2025-01-07,12:00AM,alabama-birmingham:UAB,tulane:Tulane
13,aac,2025-01-07,12:00AM,texas-san-antonio:UTSA,tulsa:Tulsa
31,acc,2025-01-07,12:00AM,duke:Duke,pittsburgh:Pittsburgh
32,acc,2025-01-07,12:00AM,louisville:Louisville,clemson:Clemson
33,acc,2025-01-07,12:00AM,north-carolina:North Carolina,southern-methodist:Southern Methodist
34,acc,2025-01-07,12:00AM,syracuse:Syracuse,georgia-tech:Georgia Tech
17,big-12,2025-01-07,12:00AM,baylor:Baylor,cincinnati:Cincinnati
18,big-12,2025-01-07,12:00AM,brigham-young:Brigham Young,texas-tech:Texas Tech
19,big-12,2025-01-07,12:00AM,iowa-state:Iowa State,utah:Utah
21,big-12,2025-01-07,12:00AM,oklahoma-state:Oklahoma State,kansas-state:Kansas State
22,big-12,2025-01-07,12:00AM,west-virginia:West Virginia,arizona:Arizona
22,big-east,2025-01-07,12:00AM,marquette:Marquette,georgetown:Georgetown
23,big-east,2025-01-07,12:00AM,xavier:Xavier,st-johns-ny:St. John's (NY)
34,big-ten,2025-01-07,12:00AM,iowa:Iowa,nebraska:Nebraska
35,big-ten,2025-01-07,12:00AM,ucla:UCLA,michigan:Michigan
6,mac,2025-01-07,12:00AM,akron:Akron,central-michigan:Central Michigan
7,mac,2025-01-07,12:00AM,ball-state:Ball State,miami-oh:Miami (OH)
8,mac,2025-01-07,12:00AM,buffalo:Buffalo,ohio:Ohio
9,mac,2025-01-07,12:00AM,northern-illinois:Northern Illinois,kent-state:Kent State
10,mac,2025-01-07,12:00AM,toledo:Toledo,eastern-michigan:Eastern Michigan
11,mac,2025-01-07,12:00AM,western-michigan:Western Michigan,bowling-green-state:Bowling Green State
6,meac,2025-01-07,12:00AM,morgan-state:Morgan State,north-carolina-central:North Carolina Central
25,mvc,2025-01-07,12:00AM,missouri-state:Missouri State,illinois-chicago:Illinois-Chicago
21,mwc,2025-01-07,12:00AM,boise-state:Boise State,nevada-las-vegas:Nevada-Las Vegas
22,mwc,2025-01-07,12:00AM,colorado-state:Colorado State,fresno-state:Fresno State
23,mwc,2025-01-07,12:00AM,san-jose-state:San Jose State,utah-state:Utah State
24,mwc,2025-01-07,12:00AM,wyoming:Wyoming,new-mexico:New Mexico
22,ovc,2025-01-07,12:00AM,eastern-illinois:Eastern Illinois,southern-illinois-edwardsville:Southern Illinois-Edwardsville
8,sec,2025-01-07,12:00AM,florida:Florida,tennessee:Tennessee
9,sec,2025-01-07,12:00AM,georgia:Georgia,kentucky:Kentucky
10,sec,2025-01-07,12:00AM,missouri:Missouri,louisiana-state:Louisiana State
11,sec,2025-01-07,12:00AM,texas:Texas,auburn:Auburn
12,sec,2025-01-07,12:00AM,vanderbilt:Vanderbilt,mississippi-state:Mississippi State
19,wcc,2025-01-07,12:00AM,saint-marys-ca:Saint Mary's (CA),loyola-marymount:Loyola Marymount
14,aac,2025-01-08,12:00AM,charlotte:Charlotte,florida-atlantic:Florida Atlantic
15,aac,2025-01-08,12:00AM,east-carolina:East Carolina,temple:Temple
16,aac,2025-01-08,12:00AM,north-texas:North Texas,rice:Rice
35,acc,2025-01-08,12:00AM,california:California,virginia:Virginia
36,acc,2025-01-08,12:00AM,miami-fl:Miami (FL),florida-state:Florida State
37,acc,2025-01-08,12:00AM,north-carolina-state:NC State,notre-dame:Notre Dame
38,acc,2025-01-08,12:00AM,stanford:Stanford,virginia-tech:Virginia Tech
14,atlantic-10,2025-01-08,12:00AM,duquesne:Duquesne,saint-josephs:Saint Joseph's
15,atlantic-10,2025-01-08,12:00AM,george-mason:George Mason,richmond:Richmond
16,atlantic-10,2025-01-08,12:00AM,la-salle:La Salle,loyola-il:Loyola (IL)
17,atlantic-10,2025-01-08,12:00AM,massachusetts:Massachusetts,dayton:Dayton
18,atlantic-10,2025-01-08,12:00AM,rhode-island:Rhode Island,george-washington:George Washington
19,atlantic-10,2025-01-08,12:00AM,saint-louis:Saint Louis,st-bonaventure:St. Bonaventure
21,atlantic-10,2025-01-08,12:00AM,virginia-commonwealth:Virginia Commonwealth,fordham:Fordham
24,big-12,2025-01-08,12:00AM,central-florida:UCF,colorado:Colorado
23,big-12,2025-01-08,12:00AM,kansas:Kansas,arizona-state:Arizona State
24,big-east,2025-01-08,12:00AM,providence:Providence,butler:Butler
25,big-east,2025-01-08,12:00AM,seton-hall:Seton Hall,depaul:DePaul
26,big-east,2025-01-08,12:00AM,villanova:Villanova,connecticut:Connecticut
8,big-south,2025-01-08,12:00AM,charleston-southern:Charleston Southern,high-point:High Point
9,big-south,2025-01-08,12:00AM,gardner-webb:Gardner-Webb,winthrop:Winthrop
10,big-south,2025-01-08,12:00AM,longwood:Longwood,north-carolina-asheville:UNC Asheville
11,big-south,2025-01-08,12:00AM,south-carolina-upstate:South Carolina Upstate,presbyterian:Presbyterian
36,big-ten,2025-01-08,12:00AM,illinois:Illinois,penn-state:Penn State
37,big-ten,2025-01-08,12:00AM,indiana:Indiana,southern-california:Southern California
31,horizon,2025-01-08,12:00AM,ipfw:Purdue Fort Wayne,milwaukee:Milwaukee
32,horizon,2025-01-08,12:00AM,robert-morris:Robert Morris,cleveland-state:Cleveland State
33,horizon,2025-01-08,12:00AM,youngstown-state:Youngstown State,northern-kentucky:Northern Kentucky
26,mvc,2025-01-08,12:00AM,belmont:Belmont,southern-illinois:Southern Illinois
27,mvc,2025-01-08,12:00AM,bradley:Bradley,drake:Drake
28,mvc,2025-01-08,12:00AM,evansville:Evansville,illinois-state:Illinois State
29,mvc,2025-01-08,12:00AM,northern-iowa:Northern Iowa,murray-state:Murray State
30,mvc,2025-01-08,12:00AM,valparaiso:Valparaiso,indiana-state:Indiana State
25,mwc,2025-01-08,12:00AM,san-diego-state:San Diego State,air-force:Air Force
10,patriot,2025-01-08,12:00AM,army:Army,loyola-md:Loyola (MD)
11,patriot,2025-01-08,12:00AM,boston-university:Boston University,american:American
12,patriot,2025-01-08,12:00AM,bucknell:Bucknell,lafayette:Lafayette
13,patriot,2025-01-08,12:00AM,colgate:Colgate,lehigh:Lehigh
14,patriot,2025-01-08,12:00AM,holy-cross:Holy Cross,navy:Navy
13,sec,2025-01-08,12:00AM,arkansas:Arkansas,mississippi:Mississippi
14,sec,2025-01-08,12:00AM,oklahoma:Oklahoma,texas-am:Texas A&M
15,sec,2025-01-08,12:00AM,south-carolina:South Carolina,alabama:Alabama
11,southern,2025-01-08,12:00AM,citadel:The Citadel,furman:Furman
10,southern,2025-01-08,12:00AM,mercer:Mercer,east-tennessee-state:East Tennessee State
12,southern,2025-01-08,12:00AM,wofford:Wofford,western-carolina:Western Carolina
8,summit,2025-01-08,12:00AM,nebraska-omaha:Omaha,missouri-kansas-city:Kansas City
9,summit,2025-01-08,12:00AM,st-thomas-mn:St. Thomas,south-dakota-state:South Dakota State
22,sun-belt,2025-01-08,12:00AM,appalachian-state:Appalachian State,coastal-carolina:Coastal Carolina
23,sun-belt,2025-01-08,12:00AM,georgia-state:Georgia State,georgia-southern:Georgia Southern
21,wcc,2025-01-08,12:00AM,gonzaga:Gonzaga,san-diego:San Diego
4,america-east,2025-01-09,12:00AM,maine:Maine,binghamton:Binghamton
5,america-east,2025-01-09,12:00AM,massachusetts-lowell:Massachusetts-Lowell,vermont:Vermont
6,america-east,2025-01-09,12:00AM,new-hampshire:New Hampshire,albany-ny:Albany (NY)
7,america-east,2025-01-09,12:00AM,njit:NJIT,maryland-baltimore-county:Maryland-Baltimore County
12,atlantic-sun,2025-01-09,12:00AM,austin-peay:Austin Peay,west-georgia:West Georgia
13,atlantic-sun,2025-01-09,12:00AM,bellarmine:Bellarmine,jacksonville:Jacksonville
14,atlantic-sun,2025-01-09,12:00AM,eastern-kentucky:Eastern Kentucky,north-florida:North Florida
15,atlantic-sun,2025-01-09,12:00AM,florida-gulf-coast:Florida Gulf Coast,north-alabama:North Alabama
16,atlantic-sun,2025-01-09,12:00AM,lipscomb:Lipscomb,queens-nc:Queens (NC)
17,atlantic-sun,2025-01-09,12:00AM,stetson:Stetson,central-arkansas:Central Arkansas
10,big-sky,2025-01-09,12:00AM,montana-state:Montana State,northern-colorado:Northern Colorado
9,big-sky,2025-01-09,12:00AM,montana:Montana,northern-arizona:Northern Arizona
11,big-sky,2025-01-09,12:00AM,portland-state:Portland State,eastern-washington:Eastern Washington
12,big-sky,2025-01-09,12:00AM,sacramento-state:Sacramento State,idaho:Idaho
38,big-ten,2025-01-09,12:00AM,michigan-state:Michigan State,washington:Washington
39,big-ten,2025-01-09,12:00AM,ohio-state:Ohio State,oregon:Oregon
40,big-ten,2025-01-09,12:00AM,rutgers:Rutgers,purdue:Purdue
21,big-west,2025-01-09,12:00AM,cal-state-northridge:Cal State Northridge,california-irvine:UC Irvine
22,big-west,2025-01-09,12:00AM,california-davis:UC Davis,cal-state-fullerton:Cal State Fullerton
23,big-west,2025-01-09,12:00AM,california-riverside:UC Riverside,hawaii:Hawaii
24,big-west,2025-01-09,12:00AM,california-san-diego:UC San Diego,cal-poly:Cal Poly
25,big-west,2025-01-09,12:00AM,california-santa-barbara:UC Santa Barbara,cal-state-bakersfield:Cal State Bakersfield
15,coastal,2025-01-09,12:00AM,hampton:Hampton,campbell:Campbell
16,coastal,2025-01-09,12:00AM,hofstra:Hofstra,college-of-charleston:College of Charleston
17,coastal,2025-01-09,12:00AM,monmouth:Monmouth,north-carolina-wilmington:UNC Wilmington
18,coastal,2025-01-09,12:00AM,north-carolina-at:North Carolina A&T,delaware:Delaware
19,coastal,2025-01-09,12:00AM,stony-brook:Stony Brook,drexel:Drexel
21,coastal,2025-01-09,12:00AM,towson:Towson,northeastern:Northeastern
22,coastal,2025-01-09,12:00AM,william-mary:William & Mary,elon:Elon
9,cusa,2025-01-09,12:00AM,louisiana-tech:Louisiana Tech,florida-international:Florida International
